"Demographics","Subgroup","Total Cases","Year","Whites","Blacks","Chicanos/Hispanics","Asian-Americans"
"age and knowledge","More knowledgeable 30-44","270","1966","83.1","65","NA","NA"
"age and knowledge","More knowledgeable 30-44","275","1968","78.4","67.9","NA","NA"
"age and knowledge","More knowledgeable 30-44","215","1970","75.1","61.6","NA","NA"
"age and knowledge","More knowledgeable 30-44","173","1972","74.5","65","NA","NA"
"age and knowledge","More knowledgeable 30-44","303","1976","68.8","58.8","55.8","NA"
"age and knowledge","More knowledgeable 30-44","304","1980","74.1","61.4","58.1","NA"
"age and knowledge","More knowledgeable 30-44","118","1982","69.3","63.1","NA","NA"
"age and knowledge","More knowledgeable 30-44","376","1984","73.5","67.7","64.3","NA"
"age and knowledge","More knowledgeable 30-44","236","1986","NA","65.5","NA","NA"
"age and knowledge","More knowledgeable 30-44","369","1988","70.9","60.9","58.3","NA"
"age and knowledge","More knowledgeable 30-44","311","1990","NA","71.7","NA","NA"
"age and knowledge","More knowledgeable 30-44","458","1992","67.8","64.6","62.7","61.4"
"age and knowledge","More knowledgeable 30-44","470","1994","68.2","63.7","62.9","NA"
"age and knowledge","More knowledgeable 30-44","385","1996","69.2","64","63.6","NA"
"age and knowledge","More knowledgeable 30-44","250","1998","72","68.6","NA","NA"
"age and knowledge","More knowledgeable 30-44","252","2000","70.6","66.9","64.8","66.9"
"age and knowledge","More knowledgeable 30-44","107","2002","63.9","63.9","62.3","62.8"
"age and knowledge","More knowledgeable 30-44","142","2004","72.8","74.8","72.2","69.9"
"age and knowledge","More knowledgeable 30-44","182","2008","69.5","67.4","66.5","65.1"
"age and knowledge","More knowledgeable 30-44","270","2012","73.1","66.3","66.9","66.7"
"age and knowledge","More knowledgeable 30-44","603","2016","69.3","69.1","69.8","69"
"age and knowledge","More knowledgeable 30-44","1095","2020","68","72.9","73.1","72.3"
"age and knowledge","More knowledgeable 30-44","663","2024","65.9","70.4","69.7","68.6"
"age and knowledge","Less knowledgeable 45-59","126","1964","82.3","64.2","NA","NA"
"age and knowledge","Less knowledgeable 45-59","95","1966","83.3","63.2","NA","NA"
"age and knowledge","Less knowledgeable 45-59","88","1968","80.9","61.6","NA","NA"
"age and knowledge","Less knowledgeable 45-59","193","1970","77.2","58.9","NA","NA"
"age and knowledge","Less knowledgeable 45-59","77","1972","80.4","64.7","NA","NA"
"age and knowledge","Less knowledgeable 45-59","143","1976","79.3","62.9","56.6","NA"
"age and knowledge","Less knowledgeable 45-59","62","1980","85.5","73.6","61.2","NA"
"age and knowledge","Less knowledgeable 45-59","158","1982","74.6","63.2","NA","NA"
"age and knowledge","Less knowledgeable 45-59","135","1984","78.1","60.7","55.2","NA"
"age and knowledge","Less knowledgeable 45-59","218","1986","NA","64.9","NA","NA"
"age and knowledge","Less knowledgeable 45-59","101","1988","74.9","63.6","58.7","NA"
"age and knowledge","Less knowledgeable 45-59","142","1990","NA","66.8","NA","NA"
"age and knowledge","Less knowledgeable 45-59","152","1992","73","68.1","61.5","58"
"age and knowledge","Less knowledgeable 45-59","65","1994","71.9","60.1","54.7","NA"
"age and knowledge","Less knowledgeable 45-59","69","1996","73.2","69.6","64.9","NA"
"age and knowledge","Less knowledgeable 45-59","71","1998","73.3","68.4","NA","NA"
"age and knowledge","Less knowledgeable 45-59","169","2000","75","65.1","63.3","64.6"
"age and knowledge","Less knowledgeable 45-59","278","2002","67.1","64.4","61.6","60.9"
"age and knowledge","Less knowledgeable 45-59","118","2004","73.4","72.3","65.5","65.3"
"age and knowledge","Less knowledgeable 45-59","366","2008","75.3","68.7","64.4","64.5"
"age and knowledge","Less knowledgeable 45-59","96","2012","69","67.2","63","62.9"
"age and knowledge","Less knowledgeable 45-59","193","2016","71.9","67.3","62.5","63.4"
"age and knowledge","Less knowledgeable 45-59","526","2020","68.9","73.4","70.3","71.4"
"age and knowledge","Less knowledgeable 45-59","383","2024","68.9","70.3","68.4","69.9"
"age and knowledge","More knowledgeable 45-59","271","1964","87.4","64.8","NA","NA"
"age and knowledge","More knowledgeable 45-59","263","1966","84.1","64.3","NA","NA"
"age and knowledge","More knowledgeable 45-59","265","1968","82.9","65.3","NA","NA"
"age and knowledge","More knowledgeable 45-59","192","1970","77.7","60.3","NA","NA"
"age and knowledge","More knowledgeable 45-59","192","1972","79.4","65.4","NA","NA"
"age and knowledge","More knowledgeable 45-59","287","1976","75","64","58.5","NA"
"age and knowledge","More knowledgeable 45-59","221","1980","77.1","65.1","60.1","NA"
"age and knowledge","More knowledgeable 45-59","95","1982","69.7","58.5","NA","NA"
"age and knowledge","More knowledgeable 45-59","227","1984","73.5","64.6","60.5","NA"
"age and knowledge","More knowledgeable 45-59","154","1986","NA","67.1","NA","NA"
"age and knowledge","More knowledgeable 45-59","220","1988","72.7","60.2","56.9","NA"
"age and knowledge","More knowledgeable 45-59","198","1990","NA","66.1","NA","NA"
"age and knowledge","More knowledgeable 45-59","310","1992","71.5","63.8","62.2","60.8"
"age and knowledge","More knowledgeable 45-59","283","1994","73.3","64.5","63.8","NA"
"age and knowledge","More knowledgeable 45-59","284","1996","71.1","64.9","64.2","NA"
"age and knowledge","More knowledgeable 45-59","216","1998","68.5","67.5","NA","NA"
"age and knowledge","More knowledgeable 45-59","249","2000","71.4","67.3","63.5","65.4"
"age and knowledge","More knowledgeable 45-59","142","2002","66.5","65.9","63.1","62.5"
"age and knowledge","More knowledgeable 45-59","188","2004","74.4","73.6","68.6","68"
"age and knowledge","More knowledgeable 45-59","239","2008","73.1","69.1","67.4","66.2"
"age and knowledge","More knowledgeable 45-59","250","2012","71.4","66.8","65.9","67.1"
"age and knowledge","More knowledgeable 45-59","731","2016","72.9","69.7","68.6","69.5"
"age and knowledge","More knowledgeable 45-59","1118","2020","70.5","70.6","70.8","70.1"
"age and knowledge","More knowledgeable 45-59","635","2024","68.7","70.3","68.8","69.1"
"age and knowledge","Less knowledgeable 60+","113","1964","85.8","61.3","NA","NA"
"age and knowledge","Less knowledgeable 60+","99","1966","87.8","57.4","NA","NA"
"age and knowledge","Less knowledgeable 60+","102","1968","80.7","63.9","NA","NA"
"age and knowledge","Less knowledgeable 60+","184","1970","82.4","61.1","NA","NA"
"age and knowledge","Less knowledgeable 60+","84","1972","85.5","56.5","NA","NA"
"age and knowledge","Less knowledgeable 60+","171","1976","80.3","64.1","54.3","NA"
"age and knowledge","Less knowledgeable 60+","101","1980","85.1","67.1","55.6","NA"
"age and knowledge","Less knowledgeable 60+","225","1982","77.1","63.8","NA","NA"
"age and knowledge","Less knowledgeable 60+","178","1984","79.7","60.4","53.4","NA"
"age and knowledge","Less knowledgeable 60+","274","1986","NA","63.9","NA","NA"
"age and knowledge","Less knowledgeable 60+","119","1988","72.5","59.2","51.9","NA"
"age and knowledge","Less knowledgeable 60+","179","1990","NA","65.4","NA","NA"
"age and knowledge","Less knowledgeable 60+","171","1992","77.1","63","58.5","57.5"
"age and knowledge","Less knowledgeable 60+","86","1994","79.7","58.3","46.8","NA"
"age and knowledge","Less knowledgeable 60+","88","1996","75.5","69.1","58.8","NA"
"age and knowledge","Less knowledgeable 60+","61","1998","78.6","73.5","NA","NA"
"age and knowledge","Less knowledgeable 60+","150","2000","74.8","66.6","57.1","58.5"
"age and knowledge","Less knowledgeable 60+","238","2002","73.8","67.1","62.7","62.3"
"age and knowledge","Less knowledgeable 60+","112","2004","78.4","68.9","60.1","65.8"
"age and knowledge","Less knowledgeable 60+","258","2008","78.8","70.8","63.5","63.5"
"age and knowledge","Less knowledgeable 60+","62","2012","73.7","63.7","63.4","58.4"
"age and knowledge","Less knowledgeable 60+","212","2016","72.4","66.3","65.6","65.5"
"age and knowledge","Less knowledgeable 60+","568","2020","72.7","71.5","70","67.6"
"age and knowledge","Less knowledgeable 60+","529","2024","72.6","71.8","67.3","67.9"
"age and knowledge","More knowledgeable 60+","181","1964","89.9","66","NA","NA"
"age and knowledge","More knowledgeable 60+","182","1966","88.4","60.5","NA","NA"
"age and knowledge","More knowledgeable 60+","199","1968","87.8","65.8","NA","NA"
"age and knowledge","More knowledgeable 60+","182","1970","80.2","61.6","NA","NA"
"age and knowledge","More knowledgeable 60+","151","1972","82.9","66.4","NA","NA"
"age and knowledge","More knowledgeable 60+","306","1976","80","61.3","54.7","NA"
"age and knowledge","More knowledgeable 60+","220","1980","80.8","65.6","56.3","NA"
"age and knowledge","More knowledgeable 60+","112","1982","73.1","62.9","NA","NA"
"age and knowledge","More knowledgeable 60+","246","1984","77.3","59.5","54.6","NA"
"age and knowledge","More knowledgeable 60+","181","1986","NA","61","NA","NA"
"age and knowledge","More knowledgeable 60+","300","1988","76.5","61.8","56.8","NA"
"age and knowledge","More knowledgeable 60+","298","1990","NA","68.8","NA","NA"
"age and knowledge","More knowledgeable 60+","358","1992","75.9","64.8","59.8","59.8"
"age and knowledge","More knowledgeable 60+","354","1994","73.9","58.9","57.7","NA"
"age and knowledge","More knowledgeable 60+","322","1996","73.4","64.8","61.7","NA"
"age and knowledge","More knowledgeable 60+","214","1998","71.9","68.8","NA","NA"
"age and knowledge","More knowledgeable 60+","217","2000","76.3","67.3","62.8","66.4"
"age and knowledge","More knowledgeable 60+","125","2002","68.6","65.7","61.4","65.3"
"age and knowledge","More knowledgeable 60+","169","2004","79.7","73","72.3","71"
"age and knowledge","More knowledgeable 60+","246","2008","75","68.1","63.9","67"
"age and knowledge","More knowledgeable 60+","229","2012","74.3","66.6","64.8","66"
"age and knowledge","More knowledgeable 60+","853","2016","74.7","69.1","69","70.2"
"age and knowledge","More knowledgeable 60+","2089","2020","74.4","71.4","72.3","72.2"
"age and knowledge","More knowledgeable 60+","1292","2024","73.9","73.6","72.7","72.6"
"region and knowledge","Less knowledgeable in South","110","1964","83","69.5","NA","NA"
"region and knowledge","Less knowledgeable in South","100","1966","84.6","61.8","NA","NA"
"region and knowledge","Less knowledgeable in South","93","1968","80.2","64.2","NA","NA"
"region and knowledge","Less knowledgeable in South","201","1970","76.8","59.7","NA","NA"
"region and knowledge","Less knowledgeable in South","112","1972","82.7","62.9","NA","NA"
"region and knowledge","Less knowledgeable in South","207","1976","77.9","65.6","57.6","NA"
"region and knowledge","Less knowledgeable in South","124","1980","85.7","69.5","62.3","NA"
"region and knowledge","Less knowledgeable in South","274","1982","78.3","67.1","NA","NA"
"region and knowledge","Less knowledgeable in South","291","1984","74.5","64.9","57","NA"
"region and knowledge","Less knowledgeable in South","451","1986","NA","67.6","NA","NA"
"region and knowledge","Less knowledgeable in South","274","1988","73.8","65.7","56.9","NA"
"region and knowledge","Less knowledgeable in South","337","1990","NA","68.4","NA","NA"
"region and knowledge","Less knowledgeable in South","330","1992","74.1","69.6","59.7","57.1"
"region and knowledge","Less knowledgeable in South","195","1994","74.9","63.8","57.5","NA"
"region and knowledge","Less knowledgeable in South","169","1996","74.4","71.3","64.9","NA"
"region and knowledge","Less knowledgeable in South","147","1998","75.9","75.6","NA","NA"
"region and knowledge","Less knowledgeable in South","221","2000","74.3","67.5","62","61.2"
"region and knowledge","Less knowledgeable in South","260","2002","66.2","64.2","60.6","58.9"
"region and knowledge","Less knowledgeable in South","149","2004","76.3","74.5","66.8","66.1"
"region and knowledge","Less knowledgeable in South","566","2008","75.5","70.2","64.9","63.7"
"region and knowledge","Less knowledgeable in South","102","2012","73.1","67.5","66.5","59.7"
"region and knowledge","Less knowledgeable in South","303","2016","71.2","68.7","64.1","63.3"
"region and knowledge","Less knowledgeable in South","722","2020","67.7","75","72.5","67.3"
"region and knowledge","Less knowledgeable in South","466","2024","66.4","68.3","66.5","67"
"region and knowledge","More knowledgeable in South","226","1964","90.1","64.7","NA","NA"
"region and knowledge","More knowledgeable in South","189","1966","88","62.5","NA","NA"
"region and knowledge","More knowledgeable in South","232","1968","85.3","66.3","NA","NA"
"region and knowledge","More knowledgeable in South","204","1970","79.1","59.2","NA","NA"
"region and knowledge","More knowledgeable in South","176","1972","80.6","66.7","NA","NA"
"region and knowledge","More knowledgeable in South","274","1976","76.1","62.1","55.7","NA"
"region and knowledge","More knowledgeable in South","281","1980","78.2","64.9","58.7","NA"
"region and knowledge","More knowledgeable in South","119","1982","75.3","64.2","NA","NA"
"region and knowledge","More knowledgeable in South","251","1984","77.4","63.7","60.7","NA"
"region and knowledge","More knowledgeable in South","214","1986","NA","66.8","NA","NA"
"region and knowledge","More knowledgeable in South","275","1988","75.8","63.6","57.6","NA"
"region and knowledge","More knowledgeable in South","251","1990","NA","71.1","NA","NA"
"region and knowledge","More knowledgeable in South","358","1992","74.5","65.9","62.4","61.5"
"region and knowledge","More knowledgeable in South","391","1994","74.8","65.3","62.4","NA"
"region and knowledge","More knowledgeable in South","356","1996","74.4","67.4","64.3","NA"
"region and knowledge","More knowledgeable in South","268","1998","72.4","71.1","NA","NA"
"region and knowledge","More knowledgeable in South","251","2000","74.9","68.3","65.6","66.6"
"region and knowledge","More knowledgeable in South","127","2002","67.4","67.1","64.1","63.9"
"region and knowledge","More knowledgeable in South","187","2004","76.2","76.5","71.8","71.2"
"region and knowledge","More knowledgeable in South","347","2008","74.9","69.6","67.2","66.7"
"region and knowledge","More knowledgeable in South","326","2012","74","67.9","66.2","65.9"
"region and knowledge","More knowledgeable in South","786","2016","73.4","70.5","69.6","69.2"
"region and knowledge","More knowledgeable in South","1444","2020","71.4","73.2","73.4","71.9"
"region and knowledge","More knowledgeable in South","938","2024","69.5","72.8","70.3","69.3"
"region and knowledge","Less knowledgeable in Nonsouth","394","1964","82.9","62.2","NA","NA"
"region and knowledge","Less knowledgeable in Nonsouth","285","1966","85.3","61.3","NA","NA"
"region and knowledge","Less knowledgeable in Nonsouth","296","1968","79.8","63.6","NA","NA"
"region and knowledge","Less knowledgeable in Nonsouth","532","1970","77.7","61.4","NA","NA"
"region and knowledge","Less knowledgeable in Nonsouth","272","1972","77.4","61.7","NA","NA"
"region and knowledge","Less knowledgeable in Nonsouth","500","1976","74.1","59.7","54.5","NA"
"region and knowledge","Less knowledgeable in Nonsouth","270","1980","79.6","66.5","57","NA"
"region and knowledge","Less knowledgeable in Nonsouth","624","1982","71.7","63.5","NA","NA"
"region and knowledge","Less knowledgeable in Nonsouth","539","1984","74.1","62","57.3","NA"
"region and knowledge","Less knowledgeable in Nonsouth","909","1986","NA","66.5","NA","NA"
